,km_sq,Presence,easting,northing,X,Y,Species
1,NF8113,Absent,81500,813500,-7.261857241,57.10178626,Chequered Skipper
2,NG2204,Absent,122500,804500,-6.577404683,57.04774977,Chequered Skipper
3,NG2506,Absent,125500,806500,-6.530298654,57.06745505,Chequered Skipper
4,NG2605,Absent,126500,805500,-6.512769997,57.05909428,Chequered Skipper
5,NG2705,Absent,127500,805500,-6.496333697,57.05968642,Chequered Skipper
6,NG3603,Absent,136500,803500,-6.346281259,57.04700419,Chequered Skipper
7,NG3604,Absent,136500,804500,-6.347329736,57.05596148,Chequered Skipper
8,NG3704,Absent,137500,804500,-6.330891152,57.05653189,Chequered Skipper
9,NG3900,Absent,139500,800500,-6.293869091,57.02183462,Chequered Skipper
10,NG5113,Absent,151500,813500,-6.109618839,57.1449315,Chequered Skipper
11,NG5414,Absent,154500,814500,-6.061151257,57.1555047,Chequered Skipper
12,NG5706,Absent,157500,806500,-6.003927832,57.08541004,Chequered Skipper
13,NG5800,Absent,158500,800500,-5.98169982,57.03216712,Chequered Skipper
14,NG5808,Absent,158500,808500,-5.989396608,57.10385818,Chequered Skipper
15,NG5809,Absent,158500,809500,-5.990361236,57.11281945,Chequered Skipper
16,NG5905,Absent,159500,805500,-5.9700507,57.07749738,Chequered Skipper
17,NG5908,Absent,159500,808500,-5.972929352,57.10438189,Chequered Skipper
18,NG6001,Absent,160500,801500,-5.949780139,57.04217136,Chequered Skipper
19,NG6005,Absent,160500,805500,-5.953594738,57.07801841,Chequered Skipper
20,NG6106,Absent,161500,806500,-5.93808931,57.08749915,Chequered Skipper
21,NG6113,Absent,161500,813500,-5.944762521,57.15023166,Chequered Skipper
22,NG6303,Absent,163500,803500,-5.902338789,57.06164399,Chequered Skipper
23,NG6304,Absent,163500,804500,-5.903280879,57.07060627,Chequered Skipper
24,NG6910,Absent,169500,810500,-5.810069041,57.12742662,Chequered Skipper
25,NG7012,Absent,170500,812500,-5.795424755,57.14585354,Chequered Skipper
26,NG7015,Absent,170500,815500,-5.79818419,57.17274332,Chequered Skipper
27,NG7016,Absent,170500,816500,-5.799105078,57.18170654,Chequered Skipper
28,NG7115,Absent,171500,815500,-5.78168258,57.1732423,Chequered Skipper
29,NG7201,Absent,172500,801500,-5.752455235,57.048247,Chequered Skipper
30,NG7215,Absent,172500,815500,-5.765180433,57.17373912,Chequered Skipper
31,NG7315,Absent,173500,815500,-5.748677753,57.17423376,Chequered Skipper
32,NG7600,Absent,176500,800500,-5.685773987,57.04123866,Chequered Skipper
33,NG7714,Absent,177500,814500,-5.681769223,57.16722626,Chequered Skipper
34,NG7813,Absent,178500,813500,-5.664379868,57.15874531,Chequered Skipper
35,NG8112,Absent,181500,812500,-5.614009101,57.15121764,Chequered Skipper
36,NG8117,Absent,181500,817500,-5.618392109,57.196043,Chequered Skipper
37,NG9904,Absent,199500,804500,-5.310600118,57.0876858,Chequered Skipper
38,NG9913,Absent,199500,813500,-5.3178189,57.16839781,Chequered Skipper
39,NH1301,Absent,213500,801500,-5.077712284,57.06666096,Chequered Skipper
40,NH1501,Absent,215500,801500,-5.044778052,57.06746631,Chequered Skipper
41,NH1909,Absent,219500,809500,-4.984673109,57.14081826,Chequered Skipper
42,NH2002,Absent,220500,802500,-4.963150643,57.07841295,Chequered Skipper
43,NH2110,Absent,221500,810500,-4.952385242,57.15057087,Chequered Skipper
44,NH2210,Absent,222500,810500,-4.935879189,57.15095852,Chequered Skipper
45,NH2211,Absent,222500,811500,-4.936590638,57.15992971,Chequered Skipper
46,NH2212,Absent,222500,812500,-4.937302503,57.16890089,Chequered Skipper
47,NH2302,Absent,223500,802500,-4.913727886,57.07957271,Chequered Skipper
48,NH2402,Absent,224500,802500,-4.897252809,57.07995498,Chequered Skipper
49,NH2801,Absent,228500,801500,-4.830664511,57.07249024,Chequered Skipper
50,NH2912,Absent,229500,812500,-4.821692779,57.17155547,Chequered Skipper
51,NH3214,Absent,232500,814500,-4.77348482,57.19060544,Chequered Skipper
52,NL9340,Absent,93500,740500,-6.977086521,56.45665223,Chequered Skipper
53,NL9344,Absent,93500,744500,-6.981785133,56.49245244,Chequered Skipper
54,NL9345,Absent,93500,745500,-6.982961473,56.50140242,Chequered Skipper
55,NL9346,Absent,93500,746500,-6.98413849,56.51035237,Chequered Skipper
56,NL9440,Absent,94500,740500,-6.960922138,56.45730085,Chequered Skipper
57,NL9442,Absent,94500,742500,-6.963262547,56.47520145,Chequered Skipper
58,NL9444,Absent,94500,744500,-6.965605644,56.49310193,Chequered Skipper
59,NL9445,Absent,94500,745500,-6.966778203,56.50205213,Chequered Skipper
60,NL9540,Absent,95500,740500,-6.944757084,56.45794736,Chequered Skipper
61,NL9541,Absent,95500,741500,-6.945923179,56.4668979,Chequered Skipper
62,NL9545,Absent,95500,745500,-6.950594259,56.50269974,Chequered Skipper
63,NL9546,Absent,95500,746500,-6.951763706,56.51165012,Chequered Skipper
64,NL9547,Absent,95500,747500,-6.952933826,56.52060048,Chequered Skipper
65,NL9639,Absent,96500,739500,-6.927429708,56.449641,Chequered Skipper
66,NL9640,Absent,96500,740500,-6.928591361,56.45859178,Chequered Skipper
67,NL9641,Absent,96500,741500,-6.929753682,56.46754253,Chequered Skipper
68,NL9642,Absent,96500,742500,-6.93091667,56.47649325,Chequered Skipper
69,NL9643,Absent,96500,743500,-6.932080325,56.48544394,Chequered Skipper
70,NL9644,Absent,96500,744500,-6.93324465,56.4943946,Chequered Skipper
71,NL9646,Absent,96500,746500,-6.935575305,56.51229585,Chequered Skipper
72,NL9738,Absent,97500,738500,-6.910109874,56.44133208,Chequered Skipper
73,NL9740,Absent,97500,740500,-6.912424972,56.45923409,Chequered Skipper
74,NL9741,Absent,97500,741500,-6.913583517,56.46818506,Chequered Skipper
75,NL9742,Absent,97500,742500,-6.914742728,56.477136,Chequered Skipper
76,NL9743,Absent,97500,743500,-6.915902605,56.48608691,Chequered Skipper
77,NL9745,Absent,97500,745500,-6.918224357,56.50398864,Chequered Skipper
78,NL9747,Absent,97500,747500,-6.92054878,56.52189026,Chequered Skipper
79,NL9838,Absent,98500,738500,-6.893950364,56.44197186,Chequered Skipper
80,NL9839,Absent,98500,739500,-6.895103809,56.4509231,Chequered Skipper
81,NL9841,Absent,98500,741500,-6.897412687,56.46882549,Chequered Skipper
82,NL9842,Absent,98500,742500,-6.898568121,56.47777664,Chequered Skipper
83,NL9843,Absent,98500,743500,-6.899724218,56.48672777,Chequered Skipper
84,NL9845,Absent,98500,745500,-6.902038405,56.50462993,Chequered Skipper
85,NL9847,Absent,98500,747500,-6.904355253,56.52253198,Chequered Skipper
86,NL9943,Absent,99500,743500,-6.883545166,56.48736653,Chequered Skipper
87,NL9944,Absent,99500,744500,-6.884698145,56.49631784,Chequered Skipper
88,NL9945,Absent,99500,745500,-6.885851787,56.50526912,Chequered Skipper
89,NL9946,Absent,99500,746500,-6.887006091,56.51422038,Chequered Skipper
90,NL9947,Absent,99500,747500,-6.888161059,56.52317161,Chequered Skipper
91,NM0043,Absent,100500,743500,-6.867365453,56.48800318,Chequered Skipper
92,NM0044,Absent,100500,744500,-6.868514649,56.49695471,Chequered Skipper
93,NM0045,Absent,100500,745500,-6.869664506,56.50590621,Chequered Skipper
94,NM0046,Absent,100500,746500,-6.870815023,56.51485768,Chequered Skipper
95,NM0143,Absent,101500,743500,-6.85118508,56.48863774,Chequered Skipper
96,NM0144,Absent,101500,744500,-6.852330493,56.49758948,Chequered Skipper
97,NM0145,Absent,101500,745500,-6.853476564,56.50654119,Chequered Skipper
98,NM0146,Absent,101500,746500,-6.854623293,56.51549288,Chequered Skipper
99,NM0147,Absent,101500,747500,-6.855770682,56.52444454,Chequered Skipper
100,NM0244,Absent,102500,744500,-6.836145678,56.49822214,Chequered Skipper
101,NM0245,Absent,102500,745500,-6.837287963,56.50717407,Chequered Skipper
102,NM0247,Absent,102500,747500,-6.839574503,56.52507784,Chequered Skipper
103,NM0248,Absent,102500,748500,-6.840718759,56.53402968,Chequered Skipper
104,NM0343,Absent,103500,743500,-6.818822363,56.48990054,Chequered Skipper
105,NM0345,Absent,103500,745500,-6.821098706,56.50780484,Chequered Skipper
106,NM0346,Absent,103500,746500,-6.822237858,56.51675696,Chequered Skipper
107,NM0347,Absent,103500,747500,-6.823377666,56.52570904,Chequered Skipper
108,NM0348,Absent,103500,748500,-6.824518129,56.53466109,Chequered Skipper
109,NM0444,Absent,104500,744500,-6.803774082,56.49948116,Chequered Skipper
110,NM0445,Absent,104500,745500,-6.804908794,56.50843351,Chequered Skipper
111,NM0448,Absent,104500,748500,-6.808316844,56.5352904,Chequered Skipper
112,NM0449,Absent,104500,749500,-6.809454167,56.54424264,Chequered Skipper
113,NM0548,Absent,105500,748500,-6.792114904,56.5359176,Chequered Skipper
114,NM0747,Absent,107500,747500,-6.758583785,56.52821277,Chequered Skipper
115,NM0749,Absent,107500,749500,-6.760835005,56.54611854,Chequered Skipper
116,NM0750,Absent,107500,750500,-6.761961586,56.55507139,Chequered Skipper
117,NM0847,Absent,108500,747500,-6.742383692,56.52883343,Chequered Skipper
118,NM0848,Absent,108500,748500,-6.743505183,56.53778654,Chequered Skipper
119,NM0849,Absent,108500,749500,-6.744627319,56.54673963,Chequered Skipper
120,NM1253,Absent,112500,753500,-6.684224273,56.58501827,Chequered Skipper
121,NM1353,Absent,113500,753500,-6.667998157,56.58562963,Chequered Skipper
122,NM1453,Absent,114500,753500,-6.651771404,56.58623888,Chequered Skipper
123,NM1454,Absent,114500,754500,-6.652873912,56.59519308,Chequered Skipper
124,NM1552,Absent,115500,752500,-6.634445954,56.5778916,Chequered Skipper
125,NM1553,Absent,115500,753500,-6.635544017,56.58684602,Chequered Skipper
126,NM1554,Absent,115500,754500,-6.636642712,56.59580042,Chequered Skipper
127,NM1556,Absent,115500,756500,-6.638842003,56.61370913,Chequered Skipper
128,NM1653,Absent,116500,753500,-6.619315996,56.58745105,Chequered Skipper
129,NM1654,Absent,116500,754500,-6.620410879,56.59640565,Chequered Skipper
130,NM1655,Absent,116500,755500,-6.621506393,56.60536023,Chequered Skipper
131,NM1656,Absent,116500,756500,-6.622602538,56.61431478,Chequered Skipper
132,NM1754,Absent,117500,754500,-6.604178415,56.59700877,Chequered Skipper
133,NM1756,Absent,117500,756500,-6.606362442,56.6149183,Chequered Skipper
134,NM1757,Absent,117500,757500,-6.607455399,56.62387303,Chequered Skipper
135,NM1758,Absent,117500,758500,-6.608548987,56.63282773,Chequered Skipper
136,NM1854,Absent,118500,754500,-6.587945323,56.59760977,Chequered Skipper
137,NM1858,Absent,118500,758500,-6.592300618,56.63342954,Chequered Skipper
138,NM1959,Absent,119500,759500,-6.57713819,56.64298432,Chequered Skipper
139,NM2055,Absent,120500,755500,-6.55655751,56.60776083,Chequered Skipper
140,NM2060,Absent,120500,760500,-6.561968109,56.65253737,Chequered Skipper
141,NM2156,Absent,121500,756500,-6.54139578,56.61731125,Chequered Skipper
142,NM2157,Absent,121500,757500,-6.542473454,56.62626679,Chequered Skipper
143,NM2159,Absent,121500,759500,-6.544630667,56.64417778,Chequered Skipper
144,NM2161,Absent,121500,761500,-6.54679037,56.66208866,Chequered Skipper
145,NM2256,Absent,122500,756500,-6.525152556,56.6179042,Chequered Skipper
146,NM2257,Absent,122500,757500,-6.526226408,56.62685993,Chequered Skipper
147,NM2258,Absent,122500,758500,-6.527300879,56.63581564,Chequered Skipper
148,NM2362,Absent,123500,762500,-6.515338157,56.67223025,Chequered Skipper
149,NM2463,Absent,124500,763500,-6.50014063,56.68177614,Chequered Skipper
150,NM2563,Absent,125500,763500,-6.483868745,56.68236413,Chequered Skipper
151,NM2622,Absent,126500,722500,-6.424542398,56.3157174,Chequered Skipper
152,NM2723,Absent,127500,723500,-6.40945918,56.32525072,Chequered Skipper
153,NM2741,Absent,127500,741500,-6.428178875,56.48648317,Chequered Skipper
154,NM2742,Absent,127500,742500,-6.42922454,56.49544028,Chequered Skipper
155,NM2763,Absent,127500,763500,-6.451323131,56.68353375,Chequered Skipper
156,NM2764,Absent,127500,764500,-6.452382134,56.6924903,Chequered Skipper
157,NM2823,Absent,128500,723500,-6.393337288,56.32582454,Chequered Skipper
158,NM2824,Absent,128500,724500,-6.394368457,56.33478231,Chequered Skipper
159,NM2841,Absent,128500,741500,-6.411989085,56.48706048,Chequered Skipper
160,NM2842,Absent,128500,742500,-6.413030958,56.49601779,Chequered Skipper
161,NM2843,Absent,128500,743500,-6.414073429,56.50497507,Chequered Skipper
162,NM2943,Absent,129500,743500,-6.397875453,56.50555067,Chequered Skipper
163,NM3021,Absent,130500,721500,-6.359046172,56.30904952,Chequered Skipper
164,NM3023,Absent,130500,723500,-6.361091734,56.3269659,Chequered Skipper
165,NM3119,Absent,131500,719500,-6.340894292,56.29169981,Chequered Skipper
166,NM3120,Absent,131500,720500,-6.341911865,56.30065825,Chequered Skipper
167,NM3219,Absent,132500,719500,-6.324785054,56.29226449,Chequered Skipper
168,NM3235,Absent,132500,735500,-6.341076148,56.43559964,Chequered Skipper
169,NM3318,Absent,133500,718500,-6.307665735,56.28386823,Chequered Skipper
170,NM3346,Absent,133500,746500,-6.336151605,56.53470657,Chequered Skipper
171,NM3347,Absent,133500,747500,-6.337177454,56.54366471,Chequered Skipper
172,NM3348,Absent,133500,748500,-6.338203894,56.55262284,Chequered Skipper
173,NM3446,Absent,134500,746500,-6.319939258,56.53527219,Chequered Skipper
174,NM3447,Absent,134500,747500,-6.320961301,56.54423053,Chequered Skipper
175,NM3448,Absent,134500,748500,-6.321983933,56.55318885,Chequered Skipper
176,NM3545,Absent,135500,745500,-6.302708672,56.52687715,Chequered Skipper
177,NM3546,Absent,135500,746500,-6.303726323,56.53583571,Chequered Skipper
178,NM3547,Absent,135500,747500,-6.30474456,56.54479424,Chequered Skipper
179,NM3548,Absent,135500,748500,-6.305763382,56.55375274,Chequered Skipper
180,NM3549,Absent,135500,749500,-6.306782792,56.56271122,Chequered Skipper
181,NM3640,Absent,136500,740500,-6.281438466,56.48264427,Chequered Skipper
182,NM3645,Absent,136500,745500,-6.286498956,56.52743837,Chequered Skipper
183,NM3646,Absent,136500,746500,-6.287512802,56.53639711,Chequered Skipper
184,NM3647,Absent,136500,747500,-6.288527232,56.54535583,Chequered Skipper
185,NM3648,Absent,136500,748500,-6.289542245,56.55431453,Chequered Skipper
186,NM3651,Absent,136500,751500,-6.292590796,56.58119046,Chequered Skipper
187,NM3718,Absent,137500,718500,-6.243235692,56.28609692,Chequered Skipper
188,NM3719,Absent,137500,719500,-6.244230205,56.29505652,Chequered Skipper
189,NM3746,Absent,137500,746500,-6.271298698,56.53695641,Chequered Skipper
190,NM3748,Absent,137500,748500,-6.273320524,56.5548742,Chequered Skipper
191,NM3751,Absent,137500,751500,-6.276357632,56.5817507,Chequered Skipper
192,NM3753,Absent,137500,753500,-6.278385289,56.59966825,Chequered Skipper
193,NM3821,Absent,138500,721500,-6.230100751,56.31352814,Chequered Skipper
194,NM3840,Absent,138500,740500,-6.249055277,56.48375848,Chequered Skipper
195,NM3845,Absent,138500,745500,-6.254077777,56.52855446,Chequered Skipper
196,NM3846,Absent,138500,746500,-6.255084012,56.53751359,Chequered Skipper
197,NM3853,Absent,138500,753500,-6.262143902,56.60022675,Chequered Skipper
198,NM3854,Absent,138500,754500,-6.263154784,56.60918567,Chequered Skipper
199,NM3918,Absent,139500,718500,-6.211017249,56.28719871,Chequered Skipper
200,NM3941,Absent,139500,741500,-6.233862367,56.49327186,Chequered Skipper
201,NM3945,Absent,139500,745500,-6.237866318,56.52910935,Chequered Skipper
202,NM3947,Absent,139500,747500,-6.239871753,56.54702794,Chequered Skipper
203,NM3948,Absent,139500,748500,-6.240875336,56.5559872,Chequered Skipper
204,NM3952,Absent,139500,752500,-6.244895454,56.591824,Chequered Skipper
205,NM3953,Absent,139500,753500,-6.245901932,56.60078313,Chequered Skipper
206,NM4026,Absent,140500,726500,-6.20278911,56.35942703,Chequered Skipper
207,NM4038,Absent,140500,738500,-6.214679991,56.46694496,Chequered Skipper
208,NM4039,Absent,140500,739500,-6.215674601,56.47590462,Chequered Skipper
209,NM4040,Absent,140500,740500,-6.216669782,56.48486427,Chequered Skipper
210,NM4044,Absent,140500,744500,-6.220656236,56.5207026,Chequered Skipper
211,NM4045,Absent,140500,745500,-6.221654283,56.52966212,Chequered Skipper
212,NM4052,Absent,140500,752500,-6.228656726,56.59237808,Chequered Skipper
213,NM4054,Absent,140500,754500,-6.230662616,56.6102967,Chequered Skipper
214,NM4080,Absent,140500,780500,-6.256951154,56.84322985,Chequered Skipper
215,NM4099,Absent,140500,799500,-6.276414082,57.01343964,Chequered Skipper
216,NM4100,Absent,141500,700500,-6.16126059,56.12700188,Chequered Skipper
217,NM4118,Absent,141500,718500,-6.178796548,56.28829213,Chequered Skipper
218,NM4126,Absent,141500,726500,-6.186648425,56.35997417,Chequered Skipper
219,NM4138,Absent,141500,738500,-6.198493971,56.46749431,Chequered Skipper
220,NM4154,Absent,141500,754500,-6.214415663,56.61084904,Chequered Skipper
221,NM4167,Absent,141500,767500,-6.227460611,56.72732014,Chequered Skipper
222,NM4179,Absent,141500,779500,-6.239589443,56.83482823,Chequered Skipper
223,NM4199,Absent,141500,799500,-6.259992734,57.01400048,Chequered Skipper
224,NM4200,Absent,142500,700500,-6.145216529,56.12754217,Chequered Skipper
225,NM4238,Absent,142500,738500,-6.182307381,56.46804157,Chequered Skipper
226,NM4239,Absent,142500,739500,-6.183294406,56.47700161,Chequered Skipper
227,NM4240,Absent,142500,740500,-6.184281999,56.48596162,Chequered Skipper
228,NM4250,Absent,142500,750500,-6.194189236,56.57556042,Chequered Skipper
229,NM4251,Absent,142500,751500,-6.195183101,56.58452017,Chequered Skipper
230,NM4252,Absent,142500,752500,-6.196177538,56.59347989,Chequered Skipper
231,NM4256,Absent,142500,756500,-6.200161026,56.62931853,Chequered Skipper
232,NM4257,Absent,142500,757500,-6.201158335,56.63827813,Chequered Skipper
233,NM4267,Absent,142500,767500,-6.211163157,56.72787279,Chequered Skipper
234,NM4326,Absent,143500,726500,-6.154365367,56.36106216,Chequered Skipper
235,NM4327,Absent,143500,727500,-6.15534185,56.37002267,Chequered Skipper
236,NM4338,Absent,143500,738500,-6.166120224,56.46858671,Chequered Skipper
237,NM4339,Absent,143500,739500,-6.167103456,56.47754694,Chequered Skipper
238,NM4351,Absent,143500,751500,-6.178946467,56.58506771,Chequered Skipper
239,NM4356,Absent,143500,756500,-6.183905265,56.62986701,Chequered Skipper
240,NM4357,Absent,143500,757500,-6.184898742,56.63882679,Chequered Skipper
241,NM4368,Absent,143500,768500,-6.195864932,56.73738282,Chequered Skipper
242,NM4427,Absent,144500,727500,-6.139195713,56.3705637,Chequered Skipper
243,NM4432,Absent,144500,732500,-6.144067669,56.41536681,Chequered Skipper
244,NM4438,Absent,144500,738500,-6.149932502,56.46912975,Chequered Skipper
245,NM4439,Absent,144500,739500,-6.150911941,56.47809016,Chequered Skipper
246,NM4442,Absent,144500,742500,-6.153853639,56.50497123,Chequered Skipper
247,NM4453,Absent,144500,753500,-6.164683421,56.6035333,Chequered Skipper
248,NM4456,Absent,144500,756500,-6.167648931,56.63041336,Chequered Skipper
249,NM4457,Absent,144500,757500,-6.168638575,56.63937333,Chequered Skipper
250,NM4466,Absent,144500,766500,-6.177571132,56.72001197,Chequered Skipper
251,NM4467,Absent,144500,767500,-6.178566509,56.7289717,Chequered Skipper
252,NM4468,Absent,144500,768500,-6.179562462,56.7379314,Chequered Skipper
253,NM4469,Absent,144500,769500,-6.180558991,56.74689108,Chequered Skipper
254,NM4527,Absent,145500,727500,-6.123049018,56.37110262,Chequered Skipper
255,NM4539,Absent,145500,739500,-6.134719863,56.47863127,Chequered Skipper
256,NM4540,Absent,145500,740500,-6.135696069,56.48759184,Chequered Skipper
257,NM4552,Absent,145500,752500,-6.147454463,56.59511673,Chequered Skipper
258,NM4553,Absent,145500,753500,-6.148438002,56.60407699,Chequered Skipper
259,NM4556,Absent,145500,756500,-6.151392026,56.63095759,Chequered Skipper
260,NM4557,Absent,145500,757500,-6.152377837,56.63991775,Chequered Skipper
261,NM4558,Absent,145500,758500,-6.153364217,56.64887788,Chequered Skipper
262,NM4566,Absent,145500,766500,-6.161275799,56.72055805,Chequered Skipper
263,NM4584,Absent,145500,784500,-6.179211326,56.88183277,Chequered Skipper
264,NM4627,Absent,146500,727500,-6.106901768,56.37163945,Chequered Skipper
265,NM4651,Absent,146500,751500,-6.130233151,56.58669766,Chequered Skipper
266,NM4652,Absent,146500,752500,-6.131212301,56.59565811,Chequered Skipper
267,NM4658,Absent,146500,758500,-6.137099075,56.64942036,Chequered Skipper
268,NM4662,Absent,146500,762500,-6.141034931,56.68526138,Chequered Skipper
269,NM4727,Absent,147500,727500,-6.090753964,56.37217418,Chequered Skipper
270,NM4746,Absent,147500,746500,-6.109126031,56.54243317,Chequered Skipper
271,NM4748,Absent,147500,748500,-6.111071635,56.56035467,Chequered Skipper
272,NM4752,Absent,147500,752500,-6.114969575,56.59619738,Chequered Skipper
273,NM4753,Absent,147500,753500,-6.115945465,56.605158,Chequered Skipper
274,NM4757,Absent,147500,757500,-6.119854657,56.64100022,Chequered Skipper
275,NM4758,Absent,147500,758500,-6.120833365,56.64996072,Chequered Skipper
276,NM4783,Absent,147500,783500,-6.14548591,56.87396533,Chequered Skipper
277,NM4784,Absent,147500,784500,-6.146479459,56.8829252,Chequered Skipper
278,NM4785,Absent,147500,785500,-6.147473584,56.89188505,Chequered Skipper
279,NM4786,Absent,147500,786500,-6.148468287,56.90084487,Chequered Skipper
280,NM4787,Absent,147500,787500,-6.149463567,56.90980467,Chequered Skipper
281,NM4788,Absent,147500,788500,-6.150459426,56.91876444,Chequered Skipper
282,NM4790,Absent,147500,790500,-6.15245288,56.93668392,Chequered Skipper
283,NM4849,Absent,148500,749500,-6.095813453,56.56985198,Chequered Skipper
284,NM4855,Absent,148500,755500,-6.101644161,56.62361685,Chequered Skipper
285,NM4863,Absent,148500,763500,-6.109449903,56.695302,Chequered Skipper
286,NM4884,Absent,148500,784500,-6.130112658,56.88346821,Chequered Skipper
287,NM4885,Absent,148500,785500,-6.131102887,56.89242824,Chequered Skipper
288,NM4890,Absent,148500,790500,-6.136062668,56.93722803,Chequered Skipper
289,NM4954,Absent,149500,754500,-6.084419472,56.61519149,Chequered Skipper
290,NM5034,Absent,150500,734500,-6.048973245,56.43649753,Chequered Skipper
291,NM5047,Absent,150500,747500,-6.061424301,56.55299631,Chequered Skipper
292,NM5054,Absent,150500,754500,-6.06816741,56.61572476,Chequered Skipper
293,NM5055,Absent,150500,755500,-6.069132935,56.62468587,Chequered Skipper
294,NM5056,Absent,150500,756500,-6.070099017,56.63364696,Chequered Skipper
295,NM5069,Absent,150500,769500,-6.082708987,56.75013896,Chequered Skipper
296,NM5070,Absent,150500,770500,-6.083682916,56.75909972,Chequered Skipper
297,NM5126,Absent,151500,726500,-6.025210923,56.36533014,Chequered Skipper
298,NM5129,Absent,151500,729500,-6.028051545,56.39221593,Chequered Skipper
299,NM5135,Absent,151500,735500,-6.03374748,56.44598687,Chequered Skipper
300,NM5140,Absent,151500,740500,-6.03850911,56.49079534,Chequered Skipper
301,NM5146,Absent,151500,746500,-6.04424117,56.54456472,Chequered Skipper
302,NM5163,Absent,151500,763500,-6.060590049,56.6969067,Chequered Skipper
303,NM5164,Absent,151500,764500,-6.061556753,56.70586778,Chequered Skipper
304,NM5169,Absent,151500,769500,-6.066398668,56.75067282,Chequered Skipper
305,NM5220,Absent,152500,720500,-6.003420126,56.31208093,Chequered Skipper
306,NM5226,Absent,152500,726500,-6.009064155,56.3658542,Chequered Skipper
307,NM5229,Absent,152500,729500,-6.011893457,56.39274051,Chequered Skipper
308,NM5252,Absent,152500,752500,-6.033747551,56.59886193,Chequered Skipper
309,NM5253,Absent,152500,753500,-6.034704308,56.60782345,Chequered Skipper
310,NM5262,Absent,152500,762500,-6.043340015,56.68847606,Chequered Skipper
311,NM5269,Absent,152500,769500,-6.050087788,56.75120455,Chequered Skipper
312,NM5328,Absent,153500,728500,-5.994794961,56.38430073,Chequered Skipper
313,NM5329,Absent,153500,729500,-5.995734827,56.39326299,Chequered Skipper
314,NM5341,Absent,153500,741500,-6.007055414,56.50080827,Chequered Skipper
315,NM5350,Absent,153500,750500,-6.015597271,56.58146502,Chequered Skipper
316,NM5351,Absent,153500,751500,-6.016549103,56.59042677,Chequered Skipper
317,NM5352,Absent,153500,752500,-6.017501483,56.59938849,Chequered Skipper
318,NM5361,Absent,153500,761500,-6.026097677,56.68004292,Chequered Skipper
319,NM5366,Absent,153500,766500,-6.030892684,56.72485011,Chequered Skipper
320,NM5421,Absent,154500,721500,-5.972101946,56.32208325,Chequered Skipper
321,NM5429,Absent,154500,729500,-5.979575658,56.39378337,Chequered Skipper
322,NM5438,Absent,154500,738500,-5.988024694,56.47444423,Chequered Skipper
323,NM5441,Absent,154500,741500,-5.990850763,56.50133076,Chequered Skipper
324,NM5445,Absent,154500,745500,-5.99462645,56.53717915,Chequered Skipper
325,NM5461,Absent,154500,761500,-6.009816527,56.68056896,Chequered Skipper
326,NM5462,Absent,154500,762500,-6.010770572,56.68953062,Chequered Skipper
327,NM5521,Absent,155500,721500,-5.955972393,56.32260013,Chequered Skipper
328,NM5538,Absent,155500,738500,-5.971830901,56.47496408,Chequered Skipper
329,NM5544,Absent,155500,744500,-5.977465099,56.528738,Chequered Skipper
330,NM5548,Absent,155500,748500,-5.981232055,56.56458681,Chequered Skipper
331,NM5561,Absent,155500,761500,-5.993534826,56.68109287,Chequered Skipper
332,NM5562,Absent,155500,762500,-5.994485023,56.69005471,Chequered Skipper
333,NM5621,Absent,156500,721500,-5.939842307,56.32311491,Chequered Skipper
334,NM5660,Absent,156500,760500,-5.976306775,56.67265262,Chequered Skipper
335,NM5661,Absent,156500,761500,-5.977252576,56.68161466,Chequered Skipper
337,NM5742,Absent,157500,742500,-5.943165256,56.51184823,Chequered Skipper
338,NM5743,Absent,157500,743500,-5.944097484,56.52081086,Chequered Skipper
339,NM5761,Absent,157500,761500,-5.96096978,56.68213433,Chequered Skipper
340,NM5823,Absent,158500,723500,-5.909415659,56.34206474,Chequered Skipper
341,NM5829,Absent,158500,729500,-5.914933631,56.39584386,Chequered Skipper
342,NM5862,Absent,158500,762500,-5.945625087,56.69161424,Chequered Skipper
343,NM5863,Absent,158500,763500,-5.946564279,56.70057658,Chequered Skipper
344,NM5864,Absent,158500,764500,-5.947504013,56.70953891,Chequered Skipper
345,NM5924,Absent,159500,724500,-5.894191039,56.35153699,Chequered Skipper
346,NM5929,Absent,159500,729500,-5.898771797,56.39635373,Chequered Skipper
347,NM5942,Absent,159500,742500,-5.910743495,56.51287456,Chequered Skipper
349,NM5963,Absent,159500,763500,-5.930272693,56.70109235,Chequered Skipper
350,NM6020,Absent,160500,720500,-5.874407446,56.31618942,Chequered Skipper
351,NM6024,Absent,160500,724500,-5.878047551,56.3520439,Chequered Skipper
353,NM6062,Absent,160500,762500,-5.91304908,56.69264329,Chequered Skipper
354,NM6122,Absent,161500,722500,-5.860089979,56.33462118,Chequered Skipper
355,NM6123,Absent,161500,723500,-5.8609965,56.34358495,Chequered Skipper
356,NM6125,Absent,161500,725500,-5.862811101,56.36151244,Chequered Skipper
357,NM6161,Absent,161500,761500,-5.895833171,56.68419173,Chequered Skipper
358,NM6168,Absent,161500,768500,-5.902334121,56.74693149,Chequered Skipper
359,NM6223,Absent,162500,723500,-5.844855738,56.34408749,Chequered Skipper
360,NM6224,Absent,162500,724500,-5.845759009,56.35305142,Chequered Skipper
361,NM6226,Absent,162500,726500,-5.847567107,56.3709792,Chequered Skipper
